first_release_date,genres,id,name,platforms,storyline,summary,rating
1096502400,[34],258854,Friends: Seishun no Kagayaki,[8],One day an invitation arrives from a friend who was with you in the tennis club when you were in middle school It is an invitation to the reunion of the tennis club members You have one week You can either go for your first love or find another love or become a cupid for others,The PlayStation 2 version of Friends Seishun no Kagayaki includes improved graphics a new CG opening and a new world map It also features two additional female characters,Missing
1094083200,[13],246061,Doko Demo Issho: Toro to Ippai,[8],Toro has come to live in a vacant lot with feral cats and eventually the vacant lot will be filled with the words by the player,Wordbased communication game in which you teach new words to Toro who then passes the information on to a set of black cats known as Kuro  It was released in September 2 2004 on the PlayStation 2 and would mark the debut of Kuro The game is compatible with the PS2s EyeToy accessory,Missing
1094688000,[14],243179,Madden NFL 2005,[7],Missing,Missing,Missing
1095811200,[12],221716,Tales of Symphonia,[8],Missing,The Playstation 2 version of Tales of Symphonia adds extra content such as new animated cutscenes story events and costumes,Missing
1094688000,"[31, 34]",213933,Konohana 4: Yami wo Harau Inori,[8],Missing,Konohana 4 Yami o Harau Inori is the fourth entry of the mystery visual novel series Konohana in which Meguru Momoi Miako Tachibana and Shinobu Sakurada take a bullet train for an excursion trip to Kyoto only for them to hear a scream and stumble upon a murder scene now they have to figure whos the culprit behind this,Missing
1094083200,"[31, 34]",203276,Simple 2000 Series Vol. 58: The Gekai,[8],Missing,The Gekai is an Adventure game developed by Vingtetun Systems and published by D3Publisher which was released in Japan in 2004,Missing
1095811200,[34],175973,Double Reaction! Plus,[8],Our heroine Yuri who is a rabid yaoi fangirl is pissed off that shes not as good looking as her twin brother Kairi They find a wishing stone and then Yuri picks it up wishing she was a sexy beastbut then she drops the stone and breaks it About 18 days later on September 1st she starts her new school life with Kairi but one morning they find that stone she broke back on top of her bed When Yuri touches the stone she and her brother end up switching bodies While her brother isnt too happy being a girl our heroine Yuri cant wait to spend her time being a bishounen and yaoi it up with some dudes The body switching seems to be on and off and so the twins adventures begin,Double Reaction PLUS for PlayStation 2 is an otome visual novel and a port of the PC version called Double Reaction However the PS2 version has the hentai content removed but adds more CG events and play modes not included in the PC version,Missing
1095292800,[14],92235,Pro Yakyuu Spirits 2004 Climax,[8],Missing,Pro Yakyuu Spirits 2004 Climax its a remade version for the postseason baseball league,Missing
1095811200,"[25, 31]",74109,Sakura Taisen V Episode 0: Kouya no Samurai Musume,[8],Missing,Sakura Taisen V Episode 0 Kouya no Samurai Musume is a prequel to Sakura Wars So Long My Love starring one of that games heroines Gemini Sunrise Instead of being an SRPGvisual novelhybrid like the other games in the series though Episode 0 is an actionadventure game While riding atop her equine companion Larry Gemini fights evil robots using Japanese sword techniques The game features experience points and equipment systems that allow the player to upgrade Gemini and Larrys capabilities as they see fit,Missing
1095292800,"[12, 15, 31]",73579,Kowloon Youma Gakuen Ki,[8],The player assumes the role of a young treasure hunter who has learned of the existence of an ancient treasurefilled ruin underneath Kamiyoshi Academy in Shinjuku Tokyo Entering the school as a faux transfer student his true goal is to explore these ruins and unearth the treasures and OOPArts they hold This is not an uncomplicated task however the ruins reveal themselves to be an upsidedown Ancient Egyptian pyramid guarded by traps and ageold monsters of Japanese myth  and the schools student council being more than it seems at first glance is equally determined to get in the way  The story is told as in an anime divided up into episodes each one starts and ends with the same opening and ending sequences and has separate substories contained to each episode,A hybrid dungeon crawlerdating sim in which the player splits their time between making friends at their new high school and exploring the mysterious ruins hidden beneath it,Missing
1095984000,[34],67002,Suika A.S+,"[6, 8]",Missing,An expanded version of Suika,Missing
1096502400,[26],66940,Mighty Mulan,"[7, 8]",Missing,Missing,Missing
1096502400,"[9, 35]",66927,The Toys Room,[8],Missing,Missing,Missing
