first_release_date,id,name,platforms,genres,summary,storyline,rating
1172102400,269487,Boku ha Koukuu Kanseikan: Airport Hero Shinchitose,[38],Missing,Missing,Missing,Missing
1172102400,262697,Higurashi no Naku Koro ni Matsuri: Final Chapter - Miotsukushi-hen,[8],[34],Meakashi Hen serves as an alternative ending for Higurashi no Naku Koro ni Matsuri since Matsuribayashi is not included,Missing,Missing
1172102400,262694,Higurashi no Naku Koro ni Matsuri: Ch.8 Minagoroshi-hen,[8],[34],A remake of the third arc of Higurashi When They Cry Kai,Missing,Missing
1172102400,262693,Higurashi no Naku Koro ni Matsuri: Ch.7 Tsumihoroboshi-hen,[8],[34],A remake of the second arc of Higurashi When They Cry Kai,Missing,Missing
1172102400,262692,Higurashi no Naku Koro ni Matsuri: Ch.6 Tsukiotoshi-hen,[8],[34],An extra arc that serves as an alternate version of Tatarigoroshi where Keiichi Shion and Rena team up to save Satoko from her uncle,Missing,Missing
1172102400,262691,Higurashi no Naku Koro ni Matsuri: Ch.5 Meakashi-hen,[8],[34],A remake of the first arc of Higurashi When They Cry Kai,Missing,Missing
1172102400,262688,Higurashi no Naku Koro ni Matsuri: Ch.0 Himatsubushi-hen,[8],[34],A remake of the original fifth chapter of Higurashi When They Cry,Missing,Missing
1172102400,262686,Higurashi no Naku Koro ni Matsuri: Ch.4 Tatarigoroshi-hen,[8],[34],A remake of the original third chapter of Higurashi When They Cry,Missing,Missing
1172102400,262685,Higurashi no Naku Koro ni Matsuri: Ch.3 Watanagashi-hen,[8],[34],A remake of the original second chapter of Higurashi When They Cry,Missing,Missing
1172102400,262682,Higurashi no Naku Koro ni Matsuri: Ch.2 Onikakushi-hen,[8],[34],A remake of the original first chapter of Higurashi When They Cry,Missing,Missing
1172102400,262680,Higurashi no Naku Koro ni Matsuri: Ch.1 Taraimawashi-hen,[8],[34],An extra arc exclusive for the console releases of Higurashi When They Cry acts as a bad ending when the player does not make choices that would lead them to Onikakushi Watanagashi or Tatarigoroshi,Missing,Missing
