first_release_date,id,name,platforms,summary,genres,storyline,rating
1331596800,271146,DC Universe Online: Episode 3 - The Battle for Earth,"[6, 9]",On March 13 2012 the third episode The Battle for Earth was released This episode largely continued the story in the fight against Brainiac which was one of the main storylines in the DC Universe Online base game Players would fight for the fate of the universe with cooperative gameplay against Braniac Some of the key features of this episode include three Tier 2 Duos in Riverfront Center Gotham Hospital and Riverside Hotel one Tier 3 Alert in South Gotham Courthouse and two Tier 4 Raids in the Gates of Tartarus and The Prime Battleground In addition the new Tank power Earth was added in and the Battle For South Gotham featured daily Tier 2 missions,Missing,Missing,Missing
1332374400,222560,Hanaoni: Yume no Tsuzuki,[38],This is the fandisk to Hanaoni,[34],There are 4 sections Bride Excerpts Honeymoon Arc Hina Party and a Monologue section from each guy at the end Additionally in this fandisk Watase gets a route,Missing
1332979200,219135,Oumagatoki: Kaidan Romance,[38],Oumagatoki Kaidan Romance was released in 2012  It is the first game in the Kaidan Romance series The Kaidan Romance games are split into three sets of games set in the same world but with different characters and protagonists This is the first game in the Suzue Shizuka line with the sequel being Tasogaredoki Kaidan Romance,[34],Suzue Shizuka seems like your average high school girlexcept that shes the descendant of a great water spirit She has no family so she spends most of her time floating around the school pool even though she hates swimming and water Because of her blood she has a ton of power inside of her and unless she lets loose by getting into fights with other spirits at the school she comes down with a fever and her powers go out of control Typically she and her good friend Hisoka run around causing trouble and annoying the student council president and teachers The school they attend is an average school with humans attending the day classes At night however its the Witching Hour where all the spirits come out and play school despite some of them being over thousands of years old,Missing
1332892800,217920,Asura's Wrath Episode 11.5,"[9, 12]",Forging Ahead is the special lost 115th episode of Asuras Wrath from the DLC featuring unseen events after Episode 11 The Final Lesson,[25],Missing,Missing
1331769600,144531,Tokimeki Memorial Girl's Side Premium 3rd Story,[38],Tokimeki Memorial Girls Side Premium 3rd Story is an enhanced port of Tokimeki Memorial Girls Side 3rd Story on the Nintendo DS  New features  New character Tatsuya  Renewed graphics with a 2D animation system  Boys Life mode where the player can watch superdeformed versions of the main male characters interact with their bedrooms,"[13, 15]",Missing,Missing
1332374400,121831,Kurohyou 2: Ryuu ga Gotoku Ashura-hen,[38],Two years have passed ever since the Toda incident Ukyo Tatsuya decides to live his life of growing stronger and stronger However Dragon Heat the place where he fought his 10 battles is being challenged by another underground fighting ring group called Ashura Now Tatsuya must ally himself with some other young fighters in order to save Dragon Heat,"[4, 12, 31]",2 Years after the events of Kurohyou Ryuu ga Gotoku Shinshou Tatsuya returns to Kamurocho and gets involved with a new crew taking part within Dragon Heat Dragon Heat now is ran by Ryusho Kuki son of Ryutaro Kuki and has gotten into trouble with the Omni Alliance and is in a position where he will be forced to sell Dragon Heat The gang Tatsuya meets comprises of young teens inspired by Tatsuya who is now know as the Mad Dragon of Kamuro the only individual to win 10 Fights in a row at Dragon Heat They comprise of Shinji Sakamoto Jacket and hat wearing nice hearted teen who is the catalyst of why Tatsuya agrees to help Ryusho Yuta Mikami Yankee leather wearing teen who has a bad relationship with his father over work will Tatsuya help him reconnect with his overworking father Tamotsu Saito nerdy looking teen who gets too involved with a hostess and when he get into trouble for the sake of this honest hostess Tatsuya has to step in and save him and finally Makoto Yashiro Blonde delinquent who doesnt respect Tatsuya but is essentially cut from the same cloth as Tatsuya from the first game having a similar attitude before learning his own philosophy Tatsuya will take and improve Makoto under his wing and give him a fighting philosophy  The rivals of Dragon Heat are Asura located in Sotenbori ran by presumably Yasuto Akito will Tatsuya overcome the obstacles of Asura Will secrets of the past be revealed involving Makoto and a mysterious blind doctor named Ryo Nozaki Will Tatsuya save his friends family and Dragon Heat Find out in Kurohyou 2 Ryū ga Gotoku Ashurahen,Missing
1332460800,99960,Homefront: Ultimate Edition,"[6, 9, 12]",The Ultimate Edition of Homefront includes the base game all downloadable content  multiplayer map packs,"[5, 31]",Missing,Missing
1331769600,65348,Shining Blade,[38],This is a Japanonly game in the Shining franchise The games battle system is called Concerto and is a strategic real time battle system similar to the ones found in Sakura Wars and Valkyria Chronicles The player make use of swords bows and magic in a battle system that places importance on character cooperationhence the name Concerto The player forms a party of up to five for battle The game will have damage based on character position and items collected upon defeating enemies  The songstresses are special members of the players battle party By performing their magic song they can achieve various effects on battleblocking enemies from moving increasing characters move count making hasten the partys pace Some songs can even be used for attack Using the songs requires Mana Energy  The game also has intercharacter relationships Depending on the players selections during event scenes movements and usage of group skills during battle the characters relationships will change,"[12, 16]",Within the Dragonia Empire a plan to revive the leader of the Dark Dragon by sapping spirit energy from the land starts to unfold With giant dragons rampaging throughout the land and the world engulfed in chaos all hope has turn to the retrieval of the mysterious Shining Blade And thus a soul blader is given the task to obtain the legendary blade and find Loreley the songstress who sings the Song of Mana,Missing
1331769600,65318,Slotter Mania V: Black Lagoon,[46],Missing,Missing,Missing,Missing
1332374400,65291,TOEIC Test: Jissen Tokkun,[46],Edutainment title focusing on the TOEIC English test for nonnative speakers,[26],Missing,Missing
