first_release_date,genres,id,name,platforms,storyline,summary,rating
1667347200,"[12, 31]",257453,"Genshin Impact: Akasha Pulses, the Kalpa Flame Rises","[6, 34, 39, 48, 167]",The classified project that involves the collective effort of the Akademiyas Six Darshans is approaching its crucial final stage With so much effort time and resources invested there will certainly be a huge payoff However it is not up to them to decide if the outcome has lived up to their expectations,Version 32 of Genshin Impact which included  New characters Nahida and Layla  New main story quests Chapter III Act V  Akasha Pulses the Kalpa Flame Rises  New story quests for Nahida  New main event Fabulous Fungus Frenzy  and more,Missing
1668470400,[31],255233,Sonic Frontiers x Monster Hunter Pack,"[6, 130, 167, 169]",Missing,Get some stylish ingame Monster Hunter equipment and play a fun minigame,Missing
1669248000,[4],250308,Guilty Gear: Strive - Additional Character 7: Sin Kiske,"[6, 48, 49, 167, 169]",He is the child of Ky Kiske Allied King of Illyria and Dizzy a halfGear making him onequarter Gear Ky entrusted him to Sol as a child to avoid unwanted attention due to his incredible rate of growth caused by his Gear blood Sols education leaned a bit too far into survival selfadmittedly leading to Sin now being strong but mischievous and somewhat lacking in the academic department Despite his looks hes actually not even ten years old yet and is still rather immature mentally Hes optimistic and doesnt think too deeply about things He could be called clueless at worst and innocent at best His simplistic thinking however can lead to a breakthrough in handling situations at times,Adds Sin Kiske to the roster of playable characters,Missing
1668211200,"[13, 31, 32]",247558,Apico 2.0: I Can’t Beelieve it’s Not Butter(flies)!,"[6, 48, 49, 130, 169]",Missing,The new update is buzzing with an unbeelievable amount of new content including new pollinators new characters to meet and more  New NPCs New friends from the mainland Cody and Sto have come to the APICO Islands to further their research Butterflies Discover collect and breed a variety of brandnew pollinators Solitary Bees These new pollinators prefer to do things on their own  build new solitary bee hotels and help them along New Flowers Now there are more ways to keep the pollinator population happy  each new flower has its own new effect on the environment Incense Through the magic of alchemy make your own incense and candles BeeSides New tracks have been added to the chill soundtrack And More New books decorations and a host of qualityoflife improvements have been added,Missing
1668038400,"[12, 13, 31]",246758,Shepherd's Crossing,"[6, 48, 130, 167]",The player is entrusted with one miniature garden ranch and uses that ranch to grow animals and crops There is no currency  animals and crops are bartered  Even if there is a main story the final goal is up to the player,Shepherds Crossing is a different kind of box garden simulation game that pursues the fun of increasing what you want and creating the landscape of your choice  You have been entrusted with a miniature garden farm Use the farm to raise animals and crops Animals and crops can be exchanged with others While there may be a main story the ultimate goal is up to you There are no time limits so enjoy creating a relaxed and carefree farm landscape,Missing
1668470400,[4],243908,Rumbleverse: Season Two,"[6, 48, 49, 167, 169]",Missing,Rumbleverse Season Two is live The bridge is open and the champions of Grapital City are battling it out at the allnew sunny sites of Low Key Key,Missing
1669075200,[8],243682,Fall Guys: Otter Delights Pack,"[6, 48, 49, 130, 167, 169]",Missing,They might not be great butlers but who cares when theyre this cute,Missing
1669680000,[31],240954,"Sniper Elite 5: Conqueror Mission, Weapon and Skin Pack","[6, 48, 49, 167, 169]",Missing,Conqueror the thrilling new mission for Sniper Elite 5 takes you to the town of Falaise as the retreating Nazi forces have dug in to make their last stand at the iconic castle once occupied by William the Conqueror You will have to use all of your stealth and skill to slip through the heavily defended Nazi lines before breaching the castle walls to assassinate the General inside allowing the Allies to claim victory,Missing
1668470400,"[5, 31]",234912,Generation Zero: Camo Weapon Skins Pack,"[6, 48, 49]",Missing,What is the best way to stand out from the Östertörn crowd Add some color to your life and rifle This DLC brings you 10 brand new weapon skins specially designed to take that flair to the next level,Missing
1667433600,"[10, 13, 14]",231225,WRC Generations: Citroën C4 WRC 2010,"[6, 48, 49, 130, 167, 169]",Missing,The most successful car in WRC history With 3 manufacturers titles and 4 drivers titles within a fouryear period it experienced little else except success thanks to the legendary driver Sébastien Loeb,Missing
1669334400,[8],230778,Run to Infinity: Impossible Mode,[48],Missing,Run To Infinity is a socalled endless runner where you have to get as far as possible while collecting as many coins as possible How far can you make it In Toth Games second series of games its all about getting as far as possible This series of games will again be published in German English and Swiss German Have fun running,Missing
1669334400,[8],230777,Run to Infinity: Hard Mode,[48],Missing,Run To Infinity is a socalled endless runner where you have to get as far as possible while collecting as many coins as possible How far can you make it In Toth Games second series of games its all about getting as far as possible This series of games will again be published in German English and Swiss German Have fun running,Missing
1668124800,"[5, 33]",230601,Yars' Revenge Enhanced,"[6, 130, 167, 169]",Missing,Yars Revenge Enhanced is a remake of the original Yars Revenge for the Atari 50 collection adding a new coat of pain to the classic Atari 2600 shooter Players can switch to the oldstyle presentation and gameplay at the touch of a button,Missing
1668124800,"[9, 31]",230599,Haunted Houses,"[6, 48, 49, 130, 167, 169]",Ever thought Haunted House was a bit too tame well here you have HAUNTED HOUSES Welcome to this new reimagined horror remake of Ataris Haunted House here you can experience the classical comedic elements of the original with a more modern horror games styles Collect the 3 pieces of the urn before youre attack by Bats Spider and the Ghost Skull Explore 4 new and unique locations Experience the game in a behind the back 3rd person camera or switch to the original styled bird eye camera from the original You better make sure youre not too afraid Get ready for this new reimagined horror in HAUNTED HOUSES,Digital Eclipse reimaged the Atari adventure classic in 3D and with 2player cooperative play This is a reimaginedsequel to Ataris Haunted House being inspired by more modern takes of horror games while retaining classic aspects of the original Haunted house featuring 4 new locations to explore  Released as part of Atari 50 Anniversary Collection in 2022,Missing
1669334400,[8],229170,Run to Infinity: Easy Mode,[48],Missing,Run To Infinity is a socalled endless runner where you have to get as far as possible while collecting as many coins as possible How far can you make it In Toth Games second series of games its all about getting as far as possible This series of games will again be published in German English and Swiss German Have fun running,Missing
1669766400,Missing,228375,Marsi's Adventures,[48],Missing,Marsis Adventures is a classic singlescreen 2D platformer where you have to collect three stars overcome some obstacles and get to the final teleport,Missing
1669766400,[9],228336,Hakosan,[48],Missing,This is a puzzle game where the goal is to bring three little friends to the place where they should be,Missing
1669507200,Missing,228335,Project: Summer Ice - Bowling: Story Six - Jane Version,[48],Missing,A game in the Project Summer Ice Sports series,Missing
1669680000,[31],228195,The Knight Witch: Deluxe Edition,"[6, 48, 49, 130, 167, 169]",Missing,Missing,Missing
1669593600,"[13, 14]",228110,Extreme Snowboard,"[48, 49, 130]",Missing,Ride your snowboard at high speed down the slopes of the best ski resorts in Europe and America Set the fastest times solo or against a friendfamily in the super fun multiplayer mode  You will be able to perform numerous tricks with the help of obstacles on the slope Each trick you perform will give you time bonuses that will improve your final time,Missing
