genres,id,name,platforms,rating,summary,storyline
"[5, 12, 31]",215769,Cyberpunk 2077: Phantom Liberty,"[6, 167, 169]",89.99664635179275,Phantom Liberty is a spythriller expansion for the openworld actionadventure RPG Cyberpunk 2077 When the orbital shuttle of the President of the New United States of America is shot down over the deadliest district of Night City theres only one person who can save her  you Become V a cyberpunk for hire and dive deep into a tangled web of espionage and political intrigue unraveling a story that connects the highest echelons of power with the brutal world of blackmarket mercenaries  Infiltrate Dogtown a citywithinacity run by a triggerhappy militia and ruled by a leader with an iron fist With the help of NUSA sleeper agent Solomon Reed Idris Elba and the support of Johnny Silverhand Keanu Reeves unravel a web of shattered loyalties and use your every skill to survive in a fractured world of desperate hustlers shadowy netrunners and ruthless mercenaries Built with the power of nextgen hardware in mind Phantom Liberty offers brandnew gameplay mechanics nailbiting courier jobs gigs and missions  and a thrilling main quest where freedom and loyalty always come at a price,Missing
[31],89929,Uncharted: The Nathan Drake Collection - Special Edition,[48],89.9954322248754,This Special Edition contains     Uncharted The Nathan Drake Collection   Steelbook case   Artbook 48 pages   Sticker Sheet,Missing
"[14, 31]",4036,NBA Street Vol. 2,"[8, 11, 21]",89.98565720973147,NBA Street Vol 2 is a basketball video game published by EA Sports BIG and developed by EA Canada It is the sequel to NBA Street and the second game in the NBA Street series It was released on April 28 2003 for the PlayStation 2 GameCube and for the first time in the series on the Xbox Japan was only able to see a PlayStation 2 release of this game The GameCube version was also planned to be released in that region but it was canceled for unknown reasons,Missing
[4],113104,The King of Fighters XV,"[6, 48, 49, 167, 169]",89.97947378242209,The King of Fighters XV is the fifteenth installment of The King of Fighters series Transcend beyond your limits with KOF XV Classic popular characters heroes and villains revived from the dead new challengers and more,Only the worlds toughest fighters can duke it out in the largest martial arts tournament in the world  Though a mysterious being called Verse destroyed the KOF arena its threat was quelled thanks to the brave efforts of the winning challengers Time has passed since the closing of that tumultuous tournament and the next KOF begins backed by a new sponsor  Meanwhile Chizuru Kagura senses something interfering with the seal of Orochi otherwise known as Gaias Will She teams up with Kyo Kusanagi and Iori Yagami to join the KOF and investigate  Amidst these myriad motives fighters resurrected after Verses defeat also join the fray Once again a storm is on the horizon
"[12, 25, 31]",118273,Monster Hunter World: Iceborne Master Edition,"[6, 48, 49]",89.97504990019961,Discover breathtaking environments and battle titanic creatures in this collection that includes Monster Hunter World and its massive expansion Iceborne As a hunter youll take on quests to track  slay monsters in a variety of living breathing habitats Take down these monsters and use their materials to forge even more powerful weapons and armor then prepare for even tougher foes as the story unfolds Each discovery adds new areas creatures and drama to the adventure The Iceborne expansion adds new monsters gear and abilities to Monster Hunter World Picking up right where the base game left off the Research Commission and your hunter set off to a new polar region kicking off a brandnew story set in Hoarfrost Reach Conquer these missions alone or play online with other hunters for epic multiplayer quests,Missing
"[12, 16]",217554,Octopath Traveler II,"[6, 48, 49, 130, 167, 169]",89.9710486400415,This game is a brandnew entry in the Octopath Traveler series It takes the series HD2D graphics a fusion of retro pixel art and 3DCG to even greater heights In the world of Solistia eight new travelers venture forth into an exciting new era Where will you go What will you do Whose tale will you bring to life Every path is yours to take Embark on an adventure all your own,Missing
"[12, 13, 15, 24]",11594,Disgaea 5: Alliance of Vengeance,[48],89.96902314227728,Disgaea 5 Alliance of Vengeance is a tactical roleplaying video game The evil demon emperor Void Dark devastates numerous Netherworlds after coming to power with the help of an army of over one million soldiers known as The Lost Following this the Overlords of the Netherworlds under Void Darks rule attempt to rise up and take revenge The game involves the player traveling across different Netherworlds in an attempt to bring the Overlords and heirs of each different world to join forces together to fight against Void Dark The game will feature new systems not seen within prior titles in the Disgaea series In addition the number of characters displayable onscreen has increased to 100 compared to 10 characters on the earlier PlayStation 3 titles,Missing
"[12, 25, 31]",140972,Nioh 2: The Complete Edition,"[6, 48]",89.96058630728349,Battle hordes of yokai in this masocore Action RPG Create your protagonist and embark on an adventure through a myriad of locales across Japan during the Sengoku period Utilize the new Yokai Shift ability to defeat even the most ferocious yokai and be prepared to brave through Dark Realms created by your enemies,Much like the previous title which garnered much praise from fans and critics alike Nioh 2 contains an original profound story surrounding military commanders from the Sengoku period However Nioh 2 goes above and beyond its predecessor by including the new Yokai Shift ability which allows the protagonist to utilize new powerful forms to defeat even the most formidable yokai in battle New to Nioh 2 your enemies can now create a Dark Realm which raises the stakes of battle and creates new challenges for your protagonist to overcome We hope you enjoy conquering fearsome monsters as you unleash your darkness in the world of Nioh 2
"[5, 31]",128334,Star Wars Battlefront II: Celebration Edition,"[6, 48, 49]",89.94735088602603,Put your mastery of the blaster and the Force to the test online and offline in STAR WARS Battlefront II Celebration Edition Heroes are born on the battlefront Be the hero in the ultimate STAR WARS battle fantasy,Missing
[31],82374,Alien: Isolation - The Collection,"[3, 6, 14, 48, 49]",89.9465511876405,Winner of over 50 Game Of The Year awards  Contains the full game and seven packs of additional content  Last Survivor and Crew Expendable featuring the original AlienTM cast  All five Survivor mode packs including Corporate Lockdown Trauma Safe Haven Lost Contact and The Trigger  Discover the true meaning of fear in Alien Isolation a survival horror set in an atmosphere of constant dread and mortal danger Fifteen years after the events of Alien Ellen Ripleys daughter Amanda enters a desperate battle for survival on a mission to unravel the truth behind her mothers disappearance  As Amanda you will navigate through an increasingly volatile world as you find yourself confronted on all sides by a panicked desperate population and an unpredictable ruthless Alien  Underpowered and underprepared you must scavenge resources improvise solutions and use your wits not just to succeed in your mission but to simply stay alive  Created using the CATHODE engine,15 years after the events of the original Alien film Amanda Ripley daughter of Ellen Ripley learns from Christopher Samuels an android working for the WeylandYutani corporation that the flight recorder of her mothers ship the Nostromo was recently located by the crew of a salvage vessel the Anesidora The flight recorder is being held aboard Sevastopol a remote space station owned by the Seegson corporation in orbit around the KG348 gas giant Samuels offers Ripley a place on the WeylandYutani team being sent to retrieve it so that she can have closure regarding the fate of her missing mother Ripley Samuels and WeylandYutani executive Nina Taylor travel to Sevastopol on board the Torrens courier ship The group arrives at Sevastopol to find the station damaged and its communications offline They attempt to spacewalk over to the station to investigate but their EVA line is severed by debris and Ripley is separated from the others and forced to enter the station on her own  While exploring Sevastopol Ripley finds the flight recorder of the Nostromo with no data and learns that the station is out of control due to a deadly alien creature lurking aboard After regrouping with Samuels and Taylor Ripley meets the stations Marshal Waits and his deputy Ricardo Waits explains that the alien was brought onto the station by Anesidora captain Henry Marlow whose crew discovered the flight recorder near the LV426 moon where they also found a derelict ship previously found by the Nostromo crew and a nest of alien eggs contained within While exploring the derelict Marlows wife was attacked by a facehugger She was then brought aboard Sevastopol for emergency medical treatment but died after a chestburster hatched from her Waits convinces Ripley to contain the alien inside a remote module of the station Although Ripley is successful Waits ejects the module from the station with her still inside As the module careens towards KG348 Ripley spacejumps back to Sevastopol using a space suit  Ripley makes her way back to confront Waits but Ricardo reveals that the stations service androids abruptly started slaughtering the remaining crew including Waits Samuels attempts to interface with the stations controlling artificial intelligence APOLLO to cease the rampage However the systemss defensive countermeasures kill him shortly after he opens a path for Ripley into APOLLOs control core There Ripley discovers that Seegson had been trying to sell off Sevastopol to WeylandYutani who instructed APOLLO to protect the alien at all costs Ripley tells APOLLO that the creature is no longer aboard the station and demands to cease all activity but the system refuses stating that scheduled reactor scans are unverified At the reactor Ripley discovers an alien nest and initiates a reactor purge to destroy it Ripley learns from Ricardo that Taylor was sent to retrieve the alien and that she freed Marlow in exchange for the location of LV426 However Marlow doublecrossed her and took her hostage aboard the Anesidora  Aboard the Anesidora Ripley discovers a message from her mother that was recorded after her initial report of the events on the Nostromo thus finally giving Ripley closure Marlow attempts to overload the fusion reactor of the Anesidora to destroy the station and ensure that no remaining alien creatures survive Taylor kills him in attempt to reverse the process but she herself is killed by the electric discharge forcing Ripley to escape shortly before the Anesidora explodes The explosion destroys Sevastopols orbital stabilisers causing the station to slowly drift into KG348s atmosphere Ripley and Ricardo contact the Torrens for extraction but a facehugger latches on to Ricardo forcing Ripley to leave him After making her way outside to help the Torrens detach from the station Ripley is surrounded by alien creatures and ultimately thrown into the ship by a blast Aboard the Torrens Ripley discovers that another alien has boarded the ship When Ripley is cornered in the airlock she ejects herself and the alien into space Adrift in her space suit Ripley is awakened by a searchlight
