genres,id,name,platforms,rating,storyline,summary
"[12, 25, 31, 32]",145089,Nobody Saves the World,"[6, 48, 49, 130, 167, 169]",79.99951375674657,Complete Quests to discover and swap between many varied and distinct Forms Mix and match abilities in unique and interesting ways to find and complete even more difficult Quests and unlock more powerful Forms Explore a vast overworld clearing procedurally generated dungeons in an effort to beat back The Calamity and Save the World,Nobody Saves The World is a new twist on action RPGs in which you play many different character Forms each with their own unique gameplay mechanics The Calamitys power is growing and nobody can save the world now Good thing you are Nobody
"[12, 31]",113431,Ys IX: Monstrum Nox,"[6, 48, 130, 167, 170]",79.99944135395006,Missing,While imprisoned in Balduq Adol is cursed and becomes a Monstrum With his newfound powers he must stop the Grimwald Nox from consuming the city
[25],111750,Devil May Cry 5: Deluxe Edition,"[6, 48, 49]",79.99926624583465,Missing,The ultimate Devil Hunter is back in style in the game action fans have been waiting for The Deluxe Edition includes the full game plus additional content
[9],6826,Bust-a-Move 4,"[6, 7, 9, 22, 23, 46, 52]",79.9983156686831,Missing,Puzzle Bobble 4 also known as BustaMove 4 in North America and Europe is the third sequel to the video game Puzzle Bobble and is the final appearance of the series on the Arcade PlayStation and Dreamcast The game is also the final title to be recognizably similar in presentation to the original  Building upon the success of Puzzle Bobble 3 the game adds a pulley system that requires two sets of bubbles attached to either side of a rope hanging across two pulleys The game contains a story mode for single player play  In total the game features 640 levels The console version features a level editor to either create and save a level set a succession of levels or to create an unlimited amount of extra levels and stages It also has an alternative story mode
"[2, 12, 31, 32, 34]",13171,2064: Read Only Memories,"[3, 6, 14, 46, 48, 49, 72]",79.99817240179841,Missing,In NeoSan Francisco a vibrant city of low life and high tech you will witness the worlds first sapient robot learning to grow and live as you become embroiled in the darkest scandal of 2064
"[8, 9, 31, 32]",22917,Gris,"[6, 14, 34, 39, 48, 49, 130, 167, 169]",79.99657266951756,Missing,Gris is a hopeful young girl lost in her own world dealing with a painful experience in her life Her journey through sorrow is manifested in her dress which grants new abilities to better navigate her faded reality As the story unfolds Gris will grow emotionally and see her world in a different way revealing new paths to explore using her new abilities  Gris is a serene and evocative experience free of danger frustration or death Players will explore a meticulously designed world brought to life with delicate art detailed animation and an elegant original score Through the game light puzzles platforming sequences and optional skillbased challenges will reveal themselves as more of Griss world becomes accessible
"[12, 31]",6883,Shin Megami Tensei: Devil Summoner - Soul Hackers,"[7, 32, 37]",79.99627468626682,Missing,Soul Hackers delivers a firstperson dungeoncrawling RPG experience set in a future where technology and otherworldly forces meet in a macabre fusion of cyberpunk futurism and gothic horror A firstperson scifi RPG epic Soul Hackers tells of a city held up as a beacon of humanitys triumph of technology but with an infernal secret In this wouldbe utopia a group of hackers takes on a centuriesold mystic society and a battle for control over humanitys fate is about to begin
[14],75546,MLB The Show 18,[48],79.99482007687394,Missing,Sony San Diegos critically acclaimed baseball sim enters the 2018 season
[14],25310,MLB The Show 17,[48],79.99481621023887,Missing,MLB The Show 17 delivers the most realistic and personal baseball gaming experience on consoles This year The Show offers exciting gameplay improvements and a greater ability to personalize your baseball experienceMMMMM DADDAY
"[8, 12, 25, 31]",9614,Gurumin: A Monstrous Adventure,"[6, 38]",79.99451914574104,Gurumin stars Parin a strongwilled girl sent to live with her grandfather in a small mining town Parin soon discovers an invisible monster village hidden behind her home She is quickly drawn into a fight between the villages friendly monster residents and the Phantoms evil monsters that want to destroy them Learning of a weapon hidden underneath the village that she alone is fit to wield Parin embarks on a quest to stop the Phantoms and make the world right ,The PSP releases are a port of the original Japanese PC game with the rhythm bar removed The 2015 release is a remasted version of the original PC game The game had to be remade for the 3DS Gurumin 3D A Monstrous Adventure It is a port of the remastered version that has been changed to better fit the systems controls and use the 3D feature  Gurumin A Monstrous Adventure is a fantastic ActionRPG from leading Japanese developer Falcom Developers of Ys and Zwei among other classics featuring realtime combat stunning 3D graphics tons of fully voiced characters and minigames  90 items multiple endings a rocking soundtrack 35 hours of playtime and more  Originally released outside Japan on Sonys PSP Mastiff is proud to bring a fully localized and updated version of Gurumin A Monstrous Adventure to Windows and to offer it through Steam with a full set of Steam specific features including Achievements Trading Cards Big Picture and Cloud Save
"[12, 15, 16, 24]",6543,Vandal Hearts II,[7],79.99441169508034,Missing,Vandal Hearts II is a tactical roleplaying game for the PlayStation and the sequel to Vandal Hearts
"[5, 33]",10456,In the Hunt,"[6, 7, 32, 52]",79.99133723559459,An organization known as the DAS The Dark Anarchy Society uses magnetic doomsday machines to melt the polar ice caps and thus desolate the world Although the entire world is flooded a few societies survive to build over the highest structures they can find and continue living In this post apocalyptic scenario the DAS who were prepared for this catastrophe reign supreme over the survivors with martial law and military weapons of extraordinary power Upon learning of a new DAS superweapon being developed Yugusukyuure the remaining survivors who are terrorized by DAS secretly organize a rebellion force using a newly developed submarine known as the Granvia The Granvias mission is to dive into DAS enforced waters territories and eventually the DAS headquarters itself to destroy every single DAS weapon in sight,In the Hunt is a horizontal scrolling shooter arcade game by Irem It was released in 1993 and later ported to the Sega Saturn the PlayStation and Windows 95 for the PC by Kokopeli
"[8, 12, 31]",20640,Shin Megami Tensei Devil Summoner: Raidou Kuzunoha vs. The Soulless Army,"[8, 9]",79.99046940789304,Missing,Raidou Kuzunoha is a private detective in Japans Taishou Period of the early 1900s but hes much more than just a welldressed crime scene investigator he also has the power to capture and conjure demons to do his bidding Take control of Raidou and his otherworldly companions guide them through thrilling episodes of action and intrigue and learn the incredible secrets of the Soulless Army Detailed realtime combat sequence with swords guns combo attacks and devilish helpers Photorealistic graphics that transport the player to 1930s Japan
[14],9642,MLB 14: The Show,"[9, 46, 48]",79.9900149775337,Missing,The highest rated sports franchise over the last 8 years according to Metacritic is back and better than ever
[12],26500,Toukiden 2,"[6, 9, 46, 48]",79.98962294104436,Missing,Slayers Go forth and eradicate the Oni menace Experience the latest hunting action game featuring a dynamic targeted destruction system  The latest installment in the hunting action series Toukiden From the battlefield to the village that serves as your base of operations the game takes place in a vast open world Explore the vast world for yourself and enjoy hunting action from an entirely new perspective
"[9, 13, 14, 15, 32]",15126,Demolition Inc.,"[6, 9, 14, 130]",79.98732157229387,Missing,Demolition Inc is a new action strategy game Assume the role of the daring demolition worker Mike and start a devastating chain reaction on earth Use cool tools and weapons and expand your destructive powers  Navigate Mikes UFO over cities of earth and unfold complete chaos with your tools and weapons Cars which drive into tower blocks and let them collapse highrises which fall onto other highrises and exploding cows which let whole streets of houses come tumbling down  Demolition Inc is 100 physics technology nothing is predetermined and nothing is preanimated Only you make a determination what you do and what you see Every time you play will have a unique experience
[31],8216,Assassin's Creed Brotherhood: The Da Vinci Disappearance,"[6, 9, 12]",79.98408410406212,Missing,The Da Vinci Disappearance is a downloadable content addition for Assassins Creed Brotherhood bundled alongside Animus Project Update 30
