genres,id,name,platforms,rating,summary,storyline
[8],23734,Garfield: A Tail of Two Kitties,"[6, 8, 20]",39.98328678627544,Garfield A Tail of Two Kitties is a pair of video games one for the Nintendo DS and the other for PlayStation 2 and Microsoft Windows all released on October 17 2006 They are based on the movie Garfield A Tail of Two Kitties  The story is very similar to the plot of Garfield A Tail of Two Kitties with few differences The game starts in the garden Garfield must defeat Dargis by completing missions in four areas of the castle In the Nintendo DS version Prince invites Garfield to a lasagna dinner at his castle,Missing
"[5, 15]",12530,Umbrella Corps,"[6, 48]",39.95553559155329,Umbrella Corps is an online multiplayer game set in the Resident Evil universe This fastpaced thirdperson shooter features quick and intense matches in compact battle zones themed from historic Resident Evil environments such as an Umbrella Facility map,Umbrella Corporation a ruthless international pharmaceutical company had been known for its genetic experiments and biological weaponry that led to worldwide devastation including the infamous Raccoon City incident Although the organization was brought down in 2003 its legacy of bioterrorism continued In the present day corporations with nebulous interests in bioweaponry have hired squads of special forces for experimental battles in restricted virusinfected areas against other mercenaries
"[11, 15]",7197,Stormrise,"[6, 9, 12]",39.77227554623121,Stormrise is a realtime tactics video game developed by The Creative Assemblys Australian studio and published by Sega for Microsoft Windows PlayStation 3 and Xbox 360,Missing
"[8, 31]",4583,Zapper: One Wicked Cricket!,"[6, 8, 11, 12, 21, 24]",39.74014027825687,Zapper is an actionpacked and addictive game that starts with the avoidemup game play mechanics of Blitz Games own Frogger 2 Swampys Revenge and then takes the action to a whole new level In this actionadventure game Zapper a cricket hops his way through six interactive worlds in a quest to find his brother held captive by the evil magpie queen Dangerous traps and even more dangerous enemies await Zapper It will take fastfooted skill and timing to conquer all the worlds and survive the final showdown with the magpie queen,uring a squabble over television Zapper tries to use his brother Zipper a grub as a substitute TV antenna Zipper is snatched away by an infamous thieving magpie Maggie who leaves an egg at the scene of the crime Unfortunately much to his dismay Zapper sets off and determines to rescue his brother and turn Maggie into a jailbird At the end of the game Zapper gets Zipper back after defeating Maggie and finally sets him up as a substitute TV antenna just in time to watch TV by himself
[4],5768,Celebrity Deathmatch,"[6, 8, 11]",39.73349072087798,Based on MTVs claymation animation show Celebrity Deathmatch You play a series of wrestling matches much in the style of other wrestling games The twist being that you play one of various celebrities such as Marilyn Manson and Carmen Electra Various weapons appear in the ring during play such as a chainsaw and crossbow The game is set out in 6 episodes of 3 matches each and you can play either of the celebrities in each match,Missing
[25],5739,Batman: Rise of Sin Tzu,"[8, 11, 21]",39.61932610675612,Batman Rise of Sin Tzu is a 2003 beat em up video game released for the Xbox PlayStation 2 Game Boy Advance and GameCube consoles It was developed and published by Ubisoft in conjunction with Warner Bros Interactive Entertainment and DC Comics It is based on the television series The New Batman Adventures and is a sequel to the game Batman Vengeance,Missing
"[8, 31]",36868,Bubsy: The Woolies Strike Back,"[6, 48]",39.6093462775268,Bubsy the Woolies Strike Back is an all new Bubsy adventure featuring Bubsy in a bevy of exotic locations as he travels the planet looking for the beloved Golden Fleece  Bubsy must use all of his classic moves and a few new ones to dodge and out bobcat a battalion of Woolies not mention the gnarliest UFO bosses to ever grace a Bubsy adventure  The wisecracking lynx also adds over a 100 new one liners to his lexicon to keep fans guessing what hell say next,Missing
"[5, 15]",16583,Transformers: Rise of the Dark Spark,"[6, 9, 12, 41, 48, 49]",39.46594252093234,Play as your favorite characters from both the 4th TRANSFORMERS movie and Cybertron universes,Missing
"[5, 8]",119385,Contra: Rogue Corps,"[6, 48, 49, 130]",39.3567156523603,CONTRA ROGUE CORPS is a twin stick thirdperson action game drawing upon its roots in fast and focused combat developed for the Xbox One PlayStation 4 Nintendo Switch and PC STEAM From the director of CONTRA III THE ALIEN WARS and CONTRA HARD CORPS Nobuya Nakazato instills more than 25 years of franchise pedigree into CONTRA ROGUE CORPS with enormous crazed enemies overthetop violence and a cast of diverse playable characters that add to the irreverent tone of the game  Several years after the events of the Alien Wars CONTRA ROGUE CORPS follows a former military group living on the fringes as bounty hunters and treasure finders in the Damned City Survival requires fast reactions powerful weapons and the occasional organ and cybernetic augmentation Players will complete missions in PVE campaigns gathering resources to upgrade their guns to stay alive in the Damned City If all else fails bring in a friend and mowdown enemies together in online and local multiplayer modes,Missing
[31],26089,Assassin's Creed IV Black Flag: Time Saver - Collectibles Pack,"[6, 9, 12, 48, 49]",39.31961649341859,This pack will save you time by revealing all of the collectibles locations on your map Note that you will still need to travel to these locations and beat the game play in order to get the rewards,Missing
"[5, 9, 13, 32]",29131,Doodle Devil,"[3, 6, 9, 14, 34, 39, 46, 48]",39.19513181105272,Discover the seven deadly sins and watch as the world crumbles at your fingertips as you create thousands of dastardly deeds Combine fire earth wind  air to create demons beasts zombies and much more Being bad has never been so much fun,Missing
[10],9787,Mercedes-Benz World Racing,"[6, 8, 11, 21]",39.0,MercedesBenz World Racing also referred to as World Racing  is a computer game in the genre of driving simulators developed by the German company Synetic GmbH The game was released in September 2003,Missing
"[8, 31]",3887,Disney's PK: Out of the Shadows,"[8, 21]",39.0,The PK character may be unfamiliar to American audiences but he is popular in Italy and some other parts of Europe through a series of comic books This game is a simple 3rd person action shooter game You control PK as he targets Evronian soldiers with his blasters jumps through colorful environments and rescues captured scientists,Donald Duck was minding his business one day at his boring security guard job when the evil Evronian empire decided to attack Earth A computer being known as One detected the invasion early and teams up with Donald to turn him into the superhero PK Now it is PKs job to repel the alien invasion
"[8, 13, 31, 32]",74598,Animal Super Squad,"[6, 34, 48, 49, 130]",38.32479268567877,Animal Super Squad is a physicsbased game that lets you play a chicken riding a toilet on wheels or a sloth with a propeller on its butt speeding through a world full of traps and bananas You can also create your own maps to infuriate your friends with and ticking off our friends is what we all live for anyway,Missing
"[12, 13, 15]",100848,Wild Park Manager,"[48, 130]",38.019323,Create a park full of animals and flowers with sports fields and playgrounds,Missing
[14],92693,Jikkyou Pawafuru Puroyakyu 11,"[8, 21]",38.0,Missing,Missing
"[9, 15]",4187,Super Bubble Pop,"[6, 7, 11, 21]",38.0,Super Bubble Pop is a video game of the puzzle genre released in 2002 by Runecraft  The Player is able to choose from 5 DJ poppers including 2 unlockable ones along with 4 grooving soundtracks They are faced with rows of advancing bubbles of different colors They can launch bubbles of their own The idea is to create a row column or stack of 3 or more bubbles When that happens they will pop Each character has their own favorite bubble color and when they pop them color energy is transferred to their special jar Once the jar is full the player can unleash their super special attack During the puzzles the player is also provided with nine different special attacks that they can obtain by getting special bubbles The current special attack the player has is displayed on a wheel called the Torus  The game consists of 3 different 1 player difficulty modes along with a training mode each having 50 levels of bubble popping puzzles and a 2 player mode that allows a player to compete for the higher score against a friend Each level is allowed to be won by popping all of the bubbles or by collecting a certain amount of Level Stars,Missing
"[10, 14]",4027,NASCAR 2005: Chase for the Cup,"[8, 11, 21]",38.0,NASCAR 2005 revolutionizes NASCAR video games by adding the National Craftsman Truck and Featherlite Modified Series to the game plus the all new Chase points format in an all new Chase for the Cup Mode,Missing
[8],3924,Frogger: Ancient Shadow,"[8, 11, 21]",38.0,Frogger is Back to His Classic Beginnings His home of Firefly Swamp is being overrun by Dr Wani and his evil plans Join Frogger in his latest adventure as he explores seven different worlds and tries to restore order to his beloved swamp Features classic addictive hop and dodge gameplay Mini games with up to 4 players on all platforms Over 30 levels of play Wide range of character moves such as the double jump tongue grab and more Special bonus  orignial 1981 Frogger arcade game included on all platforms,Missing
"[13, 14]",3905,ESPN International Winter Sports 2002,"[8, 11, 21]",38.0,As for the Winter Olympics rapidly approach ESPN the Games invites gamers to experience all the thrills chills and spills of coldair competition with the only multievent winter sports game available on any platform  ESPN International Winter Sports 2002 Boasting fastpaced events such as Downhill Alpine Skiing Freestyle Mogul Skiing Speed Skating Bobsledding and more ESPN International Winter Sports 2002 is fullyloaded Cut through the gates at deathdefying speeds in the slalom or bust some big air ski jumping as ESPN International Winter Sports 2002 provides the ultimate gaming experience for the most timid snowbunnies to adventurous hot dogs alike,Missing
