genres,id,name,platforms,rating,storyline,summary
[25],5478,Afro Samurai,"[9, 12]",49.99226518724957,Gianlucas cousin said that the one who becomes Number One will rule the world wielding powers akin to a god Someone becomes Number One by killing the previous Number One and taking his ceremonial headband However only the Number Two is allowed to challenge the Number One Because of this few people ever reach the Number One because the Number Two headband is constantly changing owners Afros father was the old Number One until he was brutally killed by a gunman named Justice an event witnessed by Afro as a child Now an adult Afro Samurai is the current Number Two and a master swordsman he travels the road seeking revenge on Justice Lengthy flashbacks interspersed throughout the story detail how Afro rose from frightened boy fleeing the death of his father to master swordsman and eventually to become the current Number Two while the story in the present deals with the adult Afro making his way to the mountain top keep of the Number One to duel Justice while at the same time the mysterious cult known as the Empty Seven Clan sends various agents to kill Afro and take his Number Two headband,Afro Samurai is a 3D brawler with platforming elements loosely based on the manga and anime series of the same name Using light hits power hits kicks and blocks the player fights various enemies Most levels culminate in a boss fight and inengine cutscenes advance the story  The game features a celshaded animation style Though it is a hack and slash game the fighting is a bit more strategic and the player will be able to block and use combos The enemies will respond by rolling ducking and hopping over the players blade and occasionally using body orifices to catch the weapons the combat system was worked on by Monty Oum
[4],9123,When Vikings Attack!,"[9, 46]",49.97110196751677,Missing,When Vikings Attack plays like an arena melee brawler game The only hard rule is that throwing objects are only allowed Players control a small group of civilians fighting hordes of vikings The objective is to pick up objects and throw to knock out enemies Every vikings and civilians are fragile to every strike from a thrown object and will be knocked out in one hit Each time an object collides with a figure theyre knocked out and excluded from the group but larger or wide objects may even knock out an entire group resulting in the player being eliminated Lost civilians can be replaced by recruiting stray people roaming field The game also features special items to be thrown such as explosive bombs for an area of effect attack
"[4, 5, 8, 31]",2846,Family Guy Video Game!,"[8, 11, 38]",49.96027339135929,Missing,This game is based on the animated television series Family Guy It was also released for the PlayStation 2 and the original Xbox  The game is split into 22 levels for the three playable characters Peter Stewie or Brian Peter and Stewie have eight levels while Brian has six Each character has his own unique style of play  A key feature of the game are minigames done in the same style as the cutaway gags that the show is famous for usually lasting less than 10 seconds The minigames often repeat cutaway gags from the shows such as Peter inexplicably burning his hand in a waffle iron Successfully completing the minigame offers a bonus Brian becomes invisible for a short period while Peter and Stewie receive powerups for their respective abilities
"[25, 31]",26034,Batman: Arkham Knight - Red Hood Story Pack,"[6, 48, 49]",49.93498403211697,Having given up his vendetta against Batman along with his Arkham Knight persona Jason Todd has resumed the life of a vigilante Now the Red Hood aptly named for the tactical visor and jacket hood he wears Jason cleans the streets of criminal scum with extreme prejudice Unlike the rest of the Bat Family Jason kills his enemies and doesnt spare them For over a months time he continued his crusade Among the nameless thugs he killed Red Hood added the super criminal Killer Moth to the body count Red Hood enters through a glass roof to stop an arms deal between Black Masks and Penguins gangs After neutralizing everybody he interrogates the only man he didnt kill With a gun to his face the thug tells Red Hood about a weapon shipment stored at a dock near near Gotham City With the thugs usefulness expended Red Hood kills him and heads off    At the Docks Red Hood again takes out everybody this time in silently due to the amount of guns carried by henchmen With only one man left Red Hood takes him for interrogation to find out where Black Mask is hiding out Having been beaten and interrogated by Batman and his allies for years the thug adamantly tells Red Hood that he wont kill him Annoyed Red Hood puts a gun under the thugs chin asking if he looked like Batman Now afraid for his life the thug reveals Black Masks location in the hopes of being spared However just like the last snitch he too is sentenced to death with a bullet to the head    Red Hood arrives at Sionis hideout and takes out several guards This draws out Black Mask who enters his office with several henchmen Black Mask attempts shooting the Red Hood numerous times but fails due to the vigilantes reflexes Beating Roman and his thugs Red Hood slowly wears down the crime lord and kills all the henchmen  After the battle Red Hood drags the now begging Sionis to a large window in his office As Black Mask promises Ill go anywhere you want Red Hood tells him How about you go to Hell and kicks the defeated crime lord through the window and tells him to Say hi to Joker for me He then leaves the building,Get the Red Hood Story Pack and wage a oneman war against the notorious Black Mask For the first time in the Arkham series take on the role of the ruthless vigilante Red Hood and utilize new moves gadgets and dual handguns as you attempt to bring down a vast criminal empire
[5],22072,Gungrave,"[8, 130]",49.93388923954139,The game opens with the young girl dragging an oversized attaché case toward a warehouse with difficulty Bloody Harry Macdowell has just carried out a coup against Big Daddy the leader of the Millennion organization and his daughter Mika needs to find someone that can protect her and stop Harrys mad plans The occupants of this warehouse include a kindly looking old doctor and a man with a notable scar on his face Mika arrives and the man with the scar claims the contents of the case two massive handguns That man is revealed to be the games title character Grave and now that he is armed he can start his mission  Gungrave first approaches its stages as a series of missions issued by Dr T first to gather information on the current makeup of Millennion from a lowlevel street gang and next destroying a research facility that creates Harrys undead soldiers In the third stage while attempting to pump information from an informant Grave comes into contact with the leadership of the Millenion organizationonce friends and allies that he now faces as enemies Each have used the research Harry supported to give themselves inhuman powers From here on Grave is hounded by each member as he makes his way to Harrys tower at the heart of the city,A thirdperson shooter developed and published by Red Entertainment Sega in North America and Activision in Europe for the PlayStation 2 Gungrave follows its main character through a variety of stages on a path of revenge
"[9, 15]",4629,7 Wonders of the Ancient World,"[6, 8, 20, 38]",49.93141388733057,Missing,Players take the task of reconstructing the 7 Wonders of the Ancient World In each wonder there are 5 to 7 sublevels of runes that players switch to form a row of 3 or more runes There are two modes of play Free Play and Quest Modes In Free Play players can choose to play any level they have completed in Quest Mode
"[4, 31, 32, 33]",25547,Space Overlords,"[6, 46, 48]",49.93013972055888,Missing,After escaping imprisonment begin a destructive rampage of galactic proportions to restore your honour and bring vengeance to those that betrayed you
[12],127348,Dungeons & Dragons: Dark Alliance,"[6, 48, 49, 167, 169]",49.92491059487453,Missing,Set in the Forgotten Realms the game features realtime combat and dynamic coop gameplay and pits the infamous Drizzt DoUrden and his legendary companions  Cattibrie Bruenor and Wulfgar  against some of the most iconic monsters from the world of Dungeons  Dragons Frost Giants Beholders and White Dragons roam the frozen tundra of Icewind Dale in search of the Crystal Shard and its up to the companions to muster the strength to stop them from claiming and using it to destroy their home
"[10, 14]",18266,MX vs. ATV Alive,"[9, 12]",49.91257949987293,Missing,Own the competition as you wrestle for position with tightly contested racing in the fifth iteration of the MX vs ATV franchise Feel the realism of the revolutionary realworld physics engine which has defined the racing genre Live the sport as Alive captures the spectacle of motocross and the essence of competitive racing while providing the best riders and gear from the latest manufacturers
"[4, 32, 33]",27419,Brawlout,"[6, 48, 49, 130]",49.91021258442029,Missing,Brawlout is the competitive platform fighter designed for couch play online ranked matches and competitive tournaments
"[5, 31]",4936,Iron Man 2,"[9, 12]",49.90980330144954,Missing,Iron Man 2 is a 2010 actionadventure video game loosely based on the film of the same name The game has an original story written by The Invincible Iron Man scribe Matt Fraction This story is set after the plot of the film The game features the voices of Don Cheadle and Samuel L Jackson reprising their roles from the film
Missing,122108,Resident Evil Resistance,"[6, 48, 49]",49.90353358882027,Missing,Capcoms Resident Evil Resistance is a new 1 vs 4 asymmetric online survival horror experience set in the world of Resident Evil Unleash your inner evil as a cunning Mastermind or join the fight as one of the resourceful Survivors desperately trying to escape every obstacle the Mastermind puts in their way
