genres,id,name,platforms,rating,summary,storyline
"[8, 32]",35005,Teeworlds,"[3, 6, 14]",59.99953382126708,Teeworlds is a free online multiplayer game available for all major operating systems Battle with up to 16 players in a variety of game modes including Team Deathmatch and Capture The Flag You can even design your own maps,Missing
"[5, 8, 31, 32, 33]",122311,Exit the Gungeon,"[6, 39, 48, 49, 130]",59.99921775752036,Exit the Gungeon is a bullet hell dungeon climber immediately following the adventures of the misfit Gungeoneers and their journey for personal absolution in Enter the Gungeon The Gungeon has become a paradox and is collapsing Armed with an everchanging weapon an insatiable need to loot and the trusty dodge roll each of our heroes must ascend and escape via their own unique route of increasingly perilous elevators Battle against the last and most bitter of the Gundead at a frantic pace slowing down just long enough to chat with some familiar faces and a few new ones Shifting rooms enemies bosses bizarre weapons and items all combine to ensure that no two attempts to Exit the Gungeon are the same,Missing
"[8, 12, 31, 33]",19962,Legend of Kay Anniversary,"[6, 9, 12, 14, 41, 48, 130]",59.99658171597858,10 years after its initial release Legend of Kay  Anniversary is a thoroughly remastered version of the original game highresolution textures new more detailed character models modern rendering techniques and crystalclear surround sound give this great classic a new shine Full of fond allusions to old martial arts films and pop culture quotes Legend of Kay  Anniversary is both an incredibly funny game and a challenging actionadventure for young and old alike,Missing
"[4, 12, 31, 32]",54752,Sinner: Sacrifice for Redemption,"[6, 14, 48, 49, 130]",59.9934036939314,Sinner Sacrifice for Redemption is a boss battler actionRPG Face eight abhorrent bosses the first seven each based on one of the deadly sins Before each epic clash you must sacrifice a stat and level down to enter combat Each fight will be tougher than the last as you wage war against sin itself,Missing
[32],31936,Party Panic,"[3, 6, 14, 48, 49]",59.99159606218487,Party Panic is a crazy online and localmultiplayer party game Compete against your friends in 15 rapid fire minigames or race through the brutal Gauntlet There is even a built in drinking game Youll laugh youll cry its stupid,Missing
"[5, 11, 15, 32, 33]",11619,Tiny Troopers,"[6, 14, 34, 39, 74]",59.99096182895714,Tiny Troopers puts you in command of a team of small soldiers Guide them through 30 deadly missions with varied objectives destroy enemy armoured formations save hostages and eliminate enemy generals to name but just a few,Your troopers will face enemy infantry snipers technicals and even tanks The casualty rate is going to be high but theres an endless supply of fresh recruits to step up and fill the ranks Those lucky troopers who survive from mission to mission will be promoted and each new stripe they gain makes them tougher  To increase your troopers chances of survival use Command Points to give them better equipment reinforce their team with a specialist like machine gunner medic or delta force and call in support drops during missions War might be hell but this is the funniest way to fight in one
[5],27270,Payday 3,"[6, 167, 169]",59.98214238335238,Payday 3 is the much anticipated sequel to one of the most popular coop shooters ever Since its release Paydayplayers have been reveling in the thrill of a perfectly planned and executed heist Thats what makes Payday a highoctane coop FPS experience without equal Step out of retirement back into the life of crime in the shoes of the Payday Gang the envy of their peers and the nightmare of lawenforcement wherever they go Several years after the crews reign of terror over Washington DC has ended they assemble once again to deal with the threat that roused them out of early retirement,Missing
[31],22142,Saints Row IV: Enter the Dominatrix,"[6, 9, 12]",59.9787625654821,Enter the Dominatrix reveals the wild hijinx of the original vision of the canceled SR3 expansion Steelport has been taken over by the Dominatrix and only the Saints can stop her from trapping everyone in a virtual prison Includes behindthescenes commentary and the return of some fanfavorite characters,Missing
"[9, 31, 32, 34]",86457,The World Next Door,"[6, 14, 130]",59.97695649487319,The World Next Door is a narrativedriven action adventure game that follows Jun a rebellious teen girl trapped in a parallel world inhabited by magical creatures Inspired by the emotional storytelling and thrilling action of both anime and indie games players can expect to meet and develop friendships with an eclectic cast of characters while uncovering the mysteries hidden within this world,Missing
"[13, 31, 32, 34]",35040,Sakura Beach,"[3, 6]",59.97627325464023,From the makers of Sakura Spirit Sakura Angels and Sakura Fantasy this time working together with the artist Inma to bring you this visual novel dating sim on the beach  Seiji is a daydreamer who spends too much time thinking about space When he was given a chance to visit the beach with his two childhood friends all he can think about is his chance to take out his telescope and look at the stars But gradually he begins to realise that his childhood friends want him to pay attention to them instead of the constellations,Missing
"[5, 7, 8, 9, 31, 32]",1892,Pid,"[6, 9, 12, 14]",59.97571230488433,Pid was developed by Might and Delight for PC Mac XBox and PlayStation and released in 2012 It is a storydriven platformer that includes a variety of puzzles It was praised for the artwork presentation and soundtrack and received the 2012 European Games Award in the Innovate Newcomer category,Pid follows the story of a young boy named Kurt who is left stranded in an alien world Kurt must travel through a number of different places including parts of a castle and various places within a town while defeating robotic enemies and befriending some of the locals in their struggle against a massive conspiracy so that he can return home Kurts primary method for traveling and solving puzzles is a beam that he is able to propel himself with
"[31, 32]",13142,Fingerbones,[6],59.97185265042773,A short psychological horror game that focuses on storytelling and mystery where you explore a mysterious abandoned building and find notes that paint a disturbing picture,Missing
"[13, 15, 32]",120720,Hundred Days,"[6, 14, 39, 48, 130, 167, 169, 170]",59.97146429640932,Winemaking could be your best adventure Make the best wine interacting with soil and nature and take your winery to the top Your beautiful journey into the winemaking tradition starts now,Missing
"[13, 31, 32]",25214,Passpartout: The Starving Artist,"[3, 6, 14, 39, 130]",59.97025955969278,Passpartout puts you into the shoes of a French artist trying to navigate the beautifully confusing art scene Paint and sell your own art to survive your expensive wine and baguette addiction  Passpartout was developed by Flamebait Games and released in June of 2017 It is currently available on Steam and Gamejolt,Passpartout is about a struggling artist aspiring to become the next Da Vinci The storyline in Passpartout offers a range of different paths for the player to take These paths include different types of customers which all have different artistic preferencens As the player creates their art depending on what type of art they create they will attract one of two types of customers This will eventually lead the player into the next act More information on this will be available closer to launch
"[11, 13, 15]",34786,Mitos.is: The Game,"[6, 14, 34, 39, 82]",59.97004396405038,The only one cell game with Guild Wars and Competitive Mode Friends list with messenger invites guild chatroom and much more,Missing
"[5, 12, 31, 32]",112665,The Walking Zombie 2,"[6, 34, 48, 49, 130, 167, 169]",59.96894409937888,Zombie singleplayer shooter in modern polygon graphics with rich RPG elements,Missing
"[12, 13, 15, 31]",5537,The Sims 2: FreeTime,[6],59.96890978342923,Now your Sims can rediscover the joys of leisure time in The Sims 2 FreeTime the seventh expansion pack for the The Sims 2 Awaken your Sims true passions in life as they discover and excel at allnew activities Whether theyre tossing a football with the family practicing ballet restoring cars with friends or building train sets your Sims now have more ways to build skills enhance friendships and make their lives more successful Craft new unique items for your Sims to use in their daily lives including clothing pottery and more Your Sims will even unlock secret rewards by mastering their hobbies and advancing allnew careers Explore a wide variety of new hobbies that will change your Sims lives,This expansion pack introduces various activities that have potential to bring happiness new friendships and even a profit of cold hard Simoleans to Sims characters with idle hands New pastime activities include sports such as basketball and soccer dancing hiking and other physical activities arts and crafts such as pottery or cooking and even recreations such as stargazing or video gaming A Sims dedication to a chosen hobby can unlock new aspirations and life goals reveal new secret lots in the neighborhood and may even lead to new career paths  As with other Sims 2 skills and activities part of the fun is in watching characters develop and improve The first few tries at pottery may yield ugly lopsided vessels or the rookie hiker may accidentally wander into a patch of poison ivy but such early setbacks only serve to make later successes sweeter Accomplished artists and craftspeople can sell their works for good money amateur chefs can enter their signature dishes in cookoff contests and even dedicated video gamers can join tournaments to prove their pixelated prowess
[12],5839,Forgotten Realms: Demon Stone,"[6, 8, 11]",59.96672599241662,Centuries ago two unspeakably evil forces were entrapped in a Demon Stone while battling each other Now three adventurers happen to meet by chance and discover the Demon Stone just as it breaks and releases the two spirits a Githyanki general and a Slaad lord Now only these three can prevent a war that will sweep over all Faerun Forgotten Realms Demon Stone is an action RPG set in the world of Dungeons  Dragons Forgotten Realms Take control of three heroes Rannek the fighter Illius the sorcerer and Zhai the rogue as they try to destroy the evil unleashed by the breaking of the Demon Stone The player only controls one character at a time but can switch between them on the fly with the direction pad Each character has hisher own attack and can perform combos by pressing certain button combinations eg B  B or A  B  A and even perform team attacks and a team super attack As they gain experience they will gain levels and can purchase new moves combos or upgrade old ones with experience points They also collect gold with which they purchase new weapons armor and accessories at the end of each chapter,Missing
"[13, 14]",125479,AO Tennis 2,"[6, 48, 49, 130]",59.96399962162168,Released to coincide with the Australian Open the first major tennis tournament of the year AO Tennis 2 offers an unprecedented level of depth and an extensive range of customization options for a tailormade gameplay experience In the brandnew narrativedriven career mode youll be able to dominate the court build your reputation climb to the top and become a Tennis legend,Missing
"[8, 31, 32, 33]",20026,Extreme Exorcism,"[6, 9, 14, 41, 48, 49]",59.96380881068264,Extreme Exorcism is a paranormal platformer where every move you make comes back to haunt you,Missing
[31],138031,Aragami 2,"[6, 48, 49, 130, 167, 169]",59.96352679406347,Aragami 2 is a third person stealth game where you play as an assassin with the power to control the shadows Join the shadow clan and fight the invider armies to protect your people,Missing
